"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"1","title","HP60-8-1-PHMB ; Assure HP55-8-1-PHMB","0","0","0","1","0"
"1","application","2","0","0","0","1","0"
"1","indoor","0","0","0","0","1","0"
"1","outdoor","1","0","0","0","1","0"
"1","coolingMode7c12c","0","0","0","0","1","0"
"1","coolingMode18c23c","0","0","0","0","1","0"
"1","colderClimate","0","0","0","0","1","0"
"1","warmerClimate","0","0","0","0","1","0"
"1","reversibility","1","0","0","0","1","0"
"1","colderForHeating","0","0","0","0","1","0"
"1","warmerForHeating","0","0","0","0","1","0"
"1","en145112Certification","0","0","0","0","1","0"
"1","heatSource","0","0","0","0","1","0"
"1","additionalOutdoorAir","0","0","0","0","1","0"
"1","additionalExhaustAir","0","0","0","0","1","0"
"1","additionalIndoorAir","0","0","0","0","1","0"
"1","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"1","powerSupply","1","0","0","0","1","0"
"1","offPeakProduct","0","0","0","0","1","0"
"1","EN14511_2_001","8.5","4","10","0","2","0"
"1","EN14511_2_001","8","5","10","0","2","0"
"1","EN14511_2_002","1.71","4","10","0","2","0"
"1","EN14511_2_002","2.52","5","10","0","2","0"
"1","EN14511_2_003","4.98","4","10","0","2","0"
"1","EN14511_2_003","3.18","5","10","0","2","0"
"1","EN14511_4_003","2","0","10","0","2","0"
"1","EN14511_4_004","2","0","10","0","2","0"
"1","EN14511_4_005","2","0","10","0","2","0"
"1","EN14511_4_006","2","0","10","0","2","0"
"1","EN12102_1_002","49","4","3","0","2","0"
"1","EN12102_1_002","49","5","3","0","2","0"
"1","EN14825_001","205.1","4","3","0","2","0"
"1","EN14825_001","152.7","5","3","0","2","0"
"1","EN14825_002","8","4","3","0","2","0"
"1","EN14825_002","7.8","5","3","0","2","0"
"1","EN14825_003","5.2","4","3","0","2","0"
"1","EN14825_003","3.89","5","3","0","2","0"
"1","EN14825_004","-7","4","3","0","2","0"
"1","EN14825_004","-7","5","3","0","2","0"
"1","EN14825_005","-10","4","3","0","2","0"
"1","EN14825_005","-10","5","3","0","2","0"
"1","EN14825_008","7.39","4","3","0","2","0"
"1","EN14825_008","6.95","5","3","0","2","0"
"1","EN14825_009","3.11","4","3","0","2","0"
"1","EN14825_009","2.36","5","3","0","2","0"
"1","EN14825_047","1","4","3","0","2","0"
"1","EN14825_047","1","5","3","0","2","0"
"1","EN14825_010","4.27","4","3","0","2","0"
"1","EN14825_010","4.09","5","3","0","2","0"
"1","EN14825_011","5.12","4","3","0","2","0"
"1","EN14825_011","3.83","5","3","0","2","0"
"1","EN14825_048","1","4","3","0","2","0"
"1","EN14825_048","1","5","3","0","2","0"
"1","EN14825_012","3.66","4","3","0","2","0"
"1","EN14825_012","3.47","5","3","0","2","0"
"1","EN14825_013","6.85","4","3","0","2","0"
"1","EN14825_013","5.05","5","3","0","2","0"
"1","EN14825_049","0.98","4","3","0","2","0"
"1","EN14825_049","0.99","5","3","0","2","0"
"1","EN14825_014","4.33","4","3","0","2","0"
"1","EN14825_014","4.03","5","3","0","2","0"
"1","EN14825_015","8.9","4","3","0","2","0"
"1","EN14825_015","6.41","5","3","0","2","0"
"1","EN14825_050","0.98","4","3","0","2","0"
"1","EN14825_050","0.99","5","3","0","2","0"
"1","EN14825_016","7.39","4","3","0","2","0"
"1","EN14825_016","6.95","5","3","0","2","0"
"1","EN14825_017","3.11","4","3","0","2","0"
"1","EN14825_017","2.36","5","3","0","2","0"
"1","EN14825_018","8","4","3","0","2","0"
"1","EN14825_018","7.71","5","3","0","2","0"
"1","EN14825_019","2.59","4","3","0","2","0"
"1","EN14825_019","2.02","5","3","0","2","0"
"1","EN14825_022","75","4","3","0","2","0"
"1","EN14825_022","75","5","3","0","2","0"
"1","EN14825_023","8.9","4","3","0","2","0"
"1","EN14825_023","8.9","5","3","0","2","0"
"1","EN14825_024","9","4","3","0","2","0"
"1","EN14825_024","9","5","3","0","2","0"
"1","EN14825_025","8.9","4","3","0","2","0"
"1","EN14825_025","8.9","5","3","0","2","0"
"1","EN14825_026","0","4","3","0","2","0"
"1","EN14825_026","0","5","3","0","2","0"
"1","EN14825_027","1","4","3","0","2","0"
"1","EN14825_027","1","5","3","0","2","0"
"1","EN14825_028","0","4","3","0","2","0"
"1","EN14825_028","0.09","5","3","0","2","0"
"1","EN14825_029","3176","4","3","0","2","0"
"1","EN14825_029","4140","5","3","0","2","0"
"","Refrigerant","R290","0","0","0","0"
"","Mass of Refrigerant","1,100 kg","0","0","0","0"
"","Date","05.05.2025","0","0","0","0"
"","Manufacturer"," BAXI Heating UK Limited","0","0","0","0"
"","Modelname","HP60 - 8 ; Assure HP55 - 8","0","0","0","0"
"","Type","Outdoor Air/Water","0","0","0","0"
"","Energy","Electricity","0","0","0","0"
