"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"4","title","ERGA06EVA / EHSH(B)08P50E","0","0","0","1","0"
"4","application","4","0","0","0","1","0"
"4","indoor","1","0","0","0","1","0"
"4","outdoor","1","0","0","0","1","0"
"4","coolingMode7c12c","0","0","0","0","1","0"
"4","coolingMode18c23c","0","0","0","0","1","0"
"4","colderClimate","0","0","0","0","1","0"
"4","warmerClimate","0","0","0","0","1","0"
"4","reversibility","0","0","0","0","1","0"
"4","colderForHeating","0","0","0","0","1","0"
"4","warmerForHeating","0","0","0","0","1","0"
"4","en145112Certification","0","0","0","0","1","0"
"4","heatSource","0","0","0","0","1","0"
"4","additionalOutdoorAir","0","0","0","0","1","0"
"4","additionalExhaustAir","0","0","0","0","1","0"
"4","additionalIndoorAir","0","0","0","0","1","0"
"4","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"4","powerSupply","1","0","0","0","1","0"
"4","offPeakProduct","0","0","0","0","1","0"
"4","EN14511_4_001","2","0","10","0","2","0"
"4","EN14511_4_002","2","0","10","0","2","0"
"4","EN14511_2_001","6.00","4","10","0","2","0"
"4","EN14511_2_001","5.80","5","10","0","2","0"
"4","EN14511_2_002","1.55","6","4","0","2","0"
"4","EN14511_2_002","1.24","4","10","0","2","0"
"4","EN14511_2_002","2.15","5","10","0","2","0"
"4","EN14511_2_003","4.85","4","10","0","2","0"
"4","EN14511_2_003","2.70","5","10","0","2","0"
"4","EN14511_2_005","5.09","6","4","0","2","0"
"4","EN14511_2_007","3.28","6","4","0","2","0"
"4","EN14511_4_003","2","0","10","0","2","0"
"4","EN14511_4_004","2","0","10","0","2","0"
"4","EN14511_4_005","2","0","10","0","2","0"
"4","EN14511_4_006","2","0","10","0","2","0"
"4","EN12102_1_001","39","4","3","0","2","0"
"4","EN12102_1_001","39","5","3","0","2","0"
"4","EN12102_1_002","60","4","3","0","2","0"
"4","EN12102_1_002","60","5","3","0","2","0"
"4","EN14825_001","176","4","3","0","2","0"
"4","EN14825_001","127","5","3","0","2","0"
"4","EN14825_002","7.0","4","3","0","2","0"
"4","EN14825_002","7.0","5","3","0","2","0"
"4","EN14825_003","4.47","4","3","0","2","0"
"4","EN14825_003","3.25","5","3","0","2","0"
"4","EN14825_004","-6","4","3","0","2","0"
"4","EN14825_004","-6","5","3","0","2","0"
"4","EN14825_005","-10","4","3","0","2","0"
"4","EN14825_005","-10","5","3","0","2","0"
"4","EN14825_008","6.0","4","3","0","2","0"
"4","EN14825_008","5.9","5","3","0","2","0"
"4","EN14825_009","2.86","4","3","0","2","0"
"4","EN14825_009","1.98","5","3","0","2","0"
"4","EN14825_047","1.0","5","3","0","2","0"
"4","EN14825_010","3.9","4","3","0","2","0"
"4","EN14825_010","3.9","5","3","0","2","0"
"4","EN14825_011","4.25","4","3","0","2","0"
"4","EN14825_011","3.16","5","3","0","2","0"
"4","EN14825_048","1.0","4","3","0","2","0"
"4","EN14825_048","1.0","5","3","0","2","0"
"4","EN14825_012","3.2","4","3","0","2","0"
"4","EN14825_012","3.0","5","3","0","2","0"
"4","EN14825_013","6.30","4","3","0","2","0"
"4","EN14825_013","4.49","5","3","0","2","0"
"4","EN14825_049","1.0","4","3","0","2","0"
"4","EN14825_049","1.0","5","3","0","2","0"
"4","EN14825_014","3.3","4","3","0","2","0"
"4","EN14825_014","3.3","5","3","0","2","0"
"4","EN14825_015","7.78","4","3","0","2","0"
"4","EN14825_015","6.10","5","3","0","2","0"
"4","EN14825_050","1.0","4","3","0","2","0"
"4","EN14825_050","1.0","5","3","0","2","0"
"4","EN14825_016","6.1","4","3","0","2","0"
"4","EN14825_016","6.1","5","3","0","2","0"
"4","EN14825_017","3.07","4","3","0","2","0"
"4","EN14825_017","2.12","5","3","0","2","0"
"4","EN14825_018","6.0","4","3","0","2","0"
"4","EN14825_018","4.5","5","3","0","2","0"
"4","EN14825_019","2.49","4","3","0","2","0"
